Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Interception ,Tackle_Won,Tackle,Tackle_Won%,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,Blocks,BlkSh,BlkShSv,but_par_tir,but_par_tir_cadre,but_par_90min,tete_reussi,passe_avec_tete,pass_short_comp,pass_medium_comp,pass_long_comp,Dribbles_reussis,Dribles_passes,BlockPasse,BlockTir,Block,fautes,tacles_gagnes,carton_rouge,carton_jaune,Tir,Tete,Passe,Dribbles,Tacle,Note Finale,classement_equipe
Pierre-Yves-Hamel,FRA,FW,28.6,Clermont Foot,Ligue 1,28.0,17,0.0,0.0,0.0,0,0,0,106,80,75.47,78.6,84.8,60.0,0,2,1,50.0,0.34,9,13,69.23,0,2,0.0,0.0,2,0,15,8,0,23,35,39.7,0,8,7.55,0.0,0.69,0.17,0.0,34,34,33,59,78,41,85,65,8,6,98,81,56,57,68,94,70,26,54,50,5,57,34.0,8
Aboubakar-Sidibé,FRA,FW,0.0,Clermont Foot,Ligue 1,26.0,1,0.0,0.0,0.0,0,0,0,3,2,66.67,100.0,100.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,100,100,15,100,100,98,49,28,11,18,94,36,17,29,37,52,21,34.0,9
Alassane-Sidibe,CIV,FW,0.0,Atalanta,Serie A,19.0,1,0.0,0.0,0.0,0,0,0,2,1,50.0,100.0,100.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,100,100,15,100,100,98,49,28,11,18,94,36,17,29,37,52,21,34.0,7
Hatem-Ben-Arfa,FRA,FWMF,33.3,Lille,Ligue 1,35.0,7,0.0,0.0,0.0,0,0,0,157,137,87.26,92.6,87.7,76.2,1,6,2,33.33,1.14,2,3,66.67,8,15,53.33,19.07,1,0,7,4,0,0,7,0.0,0,4,2.55,0.0,0.29,0.0,0.0,34,34,33,7,31,91,90,88,66,84,98,49,34,39,35,94,55,21,12,55,46,34,34.0,3
Keanan-Bennetts,ENG,FWDF,0.0,M'Gladbach,Bundesliga,23.0,4,0.0,0.0,0.0,0,0,0,21,16,76.19,72.7,85.7,75.0,0,2,0,0.0,1.67,0,1,0.0,5,6,83.33,138.83,1,0,3,0,0,1,1,50.0,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,85,12,21,87,87,95,96,98,49,31,28,18,94,55,19,27,37,54,28,34.0,4
Luis-Henrique,BRA,FWMF,33.3,Marseille,Ligue 1,20.0,20,0.0,0.0,0.0,0,0,0,209,165,78.95,86.8,80.6,64.0,1,13,2,15.38,1.15,3,4,75.0,5,19,26.32,4.74,0,0,6,4,0,1,5,16.88,0,6,2.87,0.0,0.77,0.0,0.0,34,34,33,12,36,78,74,70,11,55,98,49,53,37,42,94,36,28,20,62,27,44,34.0,10
Matheus-Cunha,BRA,FW,33.3,Hertha BSC,Bundesliga,23.0,1,0.0,0.0,0.0,0,0,0,13,12,92.31,100.0,75.0,100.0,1,0,0,,1.43,0,0,,2,2,100.0,143.0,0,0,1,3,0,0,2,0.0,0,1,7.69,0.0,0.0,0.0,0.0,34,34,33,7,79,100,55,100,100,96,98,49,28,18,18,94,36,17,22,44,51,21,34.0,5
Josh-Maja,NGA,FW,0.0,Bordeaux,Ligue 1,23.0,2,0.0,0.0,0.0,0,0,0,6,5,83.33,100.0,80.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,100,72,15,100,100,98,49,29,11,18,94,36,18,30,33,53,21,34.0,8
Ryan-Fraser,SCO,FWMF,29.2,Newcastle Utd,Premier League,28.0,27,0.12,0.08,0.29,0,0,2,477,332,69.6,84.7,68.2,43.5,3,61,13,21.31,0.61,4,13,30.77,2,7,28.57,1.71,3,0,12,24,0,7,23,23.37,0,23,4.82,0.0,0.86,0.06,0.0,51,60,39,19,59,68,32,29,12,12,98,56,64,50,48,94,81,48,37,41,11,65,34.0,5
Álvaro-García,ESP,FW,35.8,Rayo Vallecano,La Liga,29.0,36,0.21,0.1,0.29,0,0,7,1036,646,62.36,73.9,68.2,36.1,4,170,26,15.29,1.62,36,52,69.23,20,45,44.44,1.47,6,0,33,32,0,8,28,22.22,0,37,3.57,0.0,1.65,0.09,0.0,59,60,53,17,43,22,32,20,37,8,98,64,82,86,99,94,94,57,30,25,22,93,34.0,8
Krzysztof-Pi?tek,POL,FW,41.7,Hertha BSC,Bundesliga,26.0,9,0.26,0.08,0.2,0,0,1,83,53,63.86,75.6,64.0,36.4,0,1,0,0.0,0.26,1,2,50.0,3,5,60.0,15.4,0,0,11,6,0,11,36,23.4,1,9,10.84,0.0,0.51,0.0,0.0,51,45,59,19,90,28,22,21,79,80,98,49,37,48,27,94,36,34,35,15,52,33,34.0,6
Martín-Merquelanz,ESP,FW,0.0,Rayo Vallecano,La Liga,26.0,4,0.0,0.0,0.0,0,0,0,70,50,71.43,77.8,91.7,41.7,0,4,2,50.0,1.58,2,3,66.67,7,12,58.33,30.67,0,0,2,2,0,4,5,44.51,0,5,7.14,0.0,1.58,0.0,0.0,34,34,33,72,76,36,92,26,75,88,98,49,43,23,35,94,36,19,42,29,46,27,34.0,9
Anthony-Ujah,NGA,FWMF,33.3,Union Berlin,Bundesliga,31.0,3,0.0,0.0,0.0,0,0,0,9,5,55.56,80.0,50.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,4,1,0,1,1,50.0,0,1,11.11,0.0,0.0,0.0,0.0,34,34,33,85,91,47,11,15,100,100,98,49,30,31,18,94,36,19,48,13,55,25,34.0,7
Mateusz-Praszelik,POL,FWMF,0.0,Hellas Verona,Serie A,21.0,2,0.0,0.0,0.0,0,0,0,9,8,88.89,87.5,100.0,0.0,0,0,0,,3.33,0,0,,1,1,100.0,333.0,0,0,2,1,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,80,100,15,100,98,98,49,29,23,18,94,36,18,30,35,53,23,34.0,6
Przemys?aw-P?acheta,POL,FWMF,87.5,Norwich City,Premier League,24.0,12,0.0,0.0,0.0,0,0,0,157,107,68.15,83.8,73.3,52.0,0,10,2,20.0,0.54,3,5,60.0,6,10,60.0,10.7,1,0,2,8,0,3,10,23.18,0,5,3.18,0.0,1.25,0.18,0.0,34,34,33,18,40,64,48,47,79,75,98,82,59,23,42,94,55,24,20,37,54,37,34.0,6
Yayah-Kallon,SLE,FWMF,9.1,Genoa,Serie A,20.0,15,0.0,0.0,0.0,0,0,0,180,119,66.11,72.2,67.2,43.8,1,15,1,6.67,1.55,8,13,61.54,13,19,68.42,9.63,3,0,19,15,0,5,17,22.65,0,11,6.11,0.14,1.69,0.14,0.0,34,34,33,18,70,19,29,29,90,73,98,76,65,66,64,94,81,25,33,19,61,57,34.0,8
Antoine-Griezmann,FRA,FW,0.0,Barcelona,La Liga,31.0,3,0.0,0.0,0.0,0,0,0,100,86,86.0,86.4,90.0,94.4,0,0,0,,1.72,6,9,66.67,3,6,50.0,17.17,0,0,2,5,0,4,4,50.0,0,2,2.0,0.0,1.72,0.0,0.0,34,34,33,85,24,76,91,93,57,82,98,49,43,23,56,94,36,19,30,48,38,29,34.0,11
Liam-McCarron,SCO,FW,0.0,Leeds United,Premier League,21.0,1,0.0,0.0,0.0,0,0,0,2,2,100.0,0.0,100.0,100.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,4,100,100,100,100,98,49,28,11,18,94,36,17,29,35,52,21,33.0,5
Naïs-Djouahra,FRA,FWMF,33.3,Real Sociedad,La Liga,22.0,7,0.0,0.0,0.0,0,0,0,99,71,71.72,87.3,80.0,7.1,0,11,0,0.0,3.33,2,4,50.0,3,9,33.33,18.56,0,0,3,4,0,2,1,66.4,0,4,4.04,0.0,2.08,0.0,0.0,34,34,33,95,51,80,72,15,18,83,98,49,49,28,35,94,36,21,45,34,31,30,33.0,9
Kelvin-Yeboah,ITA,FW,25.0,Genoa,Serie A,22.0,17,0.0,0.0,0.0,0,0,0,187,122,65.24,74.5,61.1,63.6,1,13,2,15.38,0.85,8,11,72.73,12,34,35.29,4.38,2,0,30,30,0,29,52,35.85,0,13,6.95,0.11,2.66,0.21,0.0,34,34,33,48,75,24,18,70,20,52,98,85,73,82,64,94,70,26,48,29,28,61,33.0,9
Burak-Ýnce,TUR,FW,50.0,Arminia,Bundesliga,18.0,5,0.0,0.0,0.0,0,0,0,31,28,90.32,100.0,90.9,33.3,0,0,0,,0.0,0,1,0.0,3,3,100.0,66.67,0,0,2,4,0,2,4,33.25,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,39,12,100,92,19,100,93,98,49,32,23,18,94,36,20,15,41,56,25,33.0,7
Mitchell-van-Bergen,NED,FWMF,41.7,Reims,Ligue 1,22.0,20,0.0,0.0,0.0,0,0,0,230,150,65.22,79.4,75.9,38.6,0,26,6,23.08,1.1,3,6,50.0,13,24,54.17,5.75,1,0,7,5,0,3,19,13.86,0,5,2.17,0.0,1.56,0.09,0.0,34,34,33,9,26,43,57,23,67,62,98,64,68,39,42,94,55,28,15,34,54,48,33.0,7
Mathys-Tel,FRA,FWMF,33.3,Rennes,Ligue 1,17.0,7,0.0,0.0,0.0,0,0,0,29,18,62.07,75.0,50.0,66.7,0,3,0,0.0,5.0,2,3,66.67,1,3,33.33,55.67,0,0,5,0,0,1,0,100.0,0,2,6.9,0.0,1.67,0.0,0.0,34,34,33,100,75,27,11,77,18,92,98,49,48,33,35,94,36,21,54,24,34,31,33.0,7
Samuel-Di-Carmine,ITA,FW,0.0,Hellas Verona,Serie A,33.0,1,0.0,0.0,0.0,0,0,0,5,5,100.0,100.0,100.0,0.0,0,0,0,,0.0,0,0,,1,1,100.0,250.0,1,0,1,2,0,0,1,0.0,0,2,40.0,0.0,0.0,0.0,0.0,34,34,33,7,100,100,100,15,100,98,98,49,28,18,18,94,55,17,28,37,51,24,33.0,7
Trézéguet,EGY,FW,0.0,Aston Villa,Premier League,27.0,1,0.0,0.0,0.0,0,0,0,7,7,100.0,100.0,0.0,100.0,0,0,0,,0.0,0,0,,1,1,100.0,1000.0,0,0,0,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,100,6,100,100,100,98,49,28,11,18,94,36,17,29,35,52,21,33.0,8
Keinan-Davis,ENG,FW,0.0,Aston Villa,Premier League,24.0,1,0.0,0.0,0.0,0,0,0,4,4,100.0,100.0,100.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,1,0,0,3,0.0,4,1,25.0,0.0,0.0,0.0,0.0,34,34,33,7,99,100,100,15,100,100,98,49,28,11,18,94,36,17,27,37,52,21,33.0,7
Suso,ESP,FW,33.3,Sevilla,La Liga,28.0,8,0.0,0.0,0.0,0,0,0,185,141,76.22,90.8,75.0,48.0,1,10,2,20.0,1.86,2,5,40.0,4,9,44.44,10.33,0,0,1,8,0,3,3,50.0,0,4,2.16,0.0,1.4,0.0,0.0,34,34,33,85,26,89,55,35,37,74,98,49,47,18,35,94,36,21,35,38,35,29,32.0,9
Daniel-Didavi,GER,FWMF,42.9,Stuttgart,Bundesliga,32.0,10,0.0,0.0,0.0,0,0,0,113,79,69.91,77.8,78.3,53.8,1,5,0,0.0,2.26,1,8,12.5,6,9,66.67,21.56,1,0,3,6,0,2,7,22.34,0,2,1.77,0.0,0.65,0.32,0.0,34,34,33,17,20,36,66,51,89,85,98,93,50,28,27,94,55,22,12,34,58,34,32.0,8
Yusuf-Demir,AUT,FW,0.0,Barcelona,La Liga,18.0,6,0.0,0.0,0.0,0,0,0,86,78,90.7,94.5,86.4,50.0,0,1,0,0.0,0.95,1,2,50.0,5,10,50.0,28.6,0,0,1,4,0,1,2,33.57,0,2,2.33,0.0,2.38,0.0,0.0,34,34,33,43,29,93,88,45,57,87,98,49,48,18,27,94,36,20,22,45,43,26,32.0,12
Abdessamad-Ezzalzouli,MAR,FWDF,18.8,Barcelona,La Liga,20.0,10,0.16,0.06,0.33,0,0,1,190,139,73.16,86.1,61.8,46.7,0,21,1,4.76,1.72,10,15,66.67,29,47,61.7,9.98,4,0,17,19,0,3,14,17.67,0,4,2.11,0.0,0.94,0.0,0.0,43,69,45,13,25,74,19,33,81,74,98,49,45,61,70,94,87,35,13,28,52,52,32.0,13
Ebrima-Colley,GAM,FWMF,41.7,Spezia,Serie A,22.0,11,0.0,0.0,0.0,0,0,0,127,87,68.5,84.4,70.9,41.7,0,12,3,25.0,1.14,3,7,42.86,10,21,47.62,14.05,1,0,14,13,0,3,8,27.2,0,8,6.3,0.0,1.82,0.0,0.0,34,34,33,27,71,67,40,26,44,79,98,49,54,55,42,94,55,23,33,30,42,42,32.0,8
Samuel-Mráz,SVK,FW,0.0,Spezia,Serie A,25.0,2,0.0,0.0,0.0,0,0,0,11,8,72.73,66.7,75.0,100.0,0,0,0,,0.0,0,0,,0,0,,,0,0,2,0,0,1,4,20.02,0,1,9.09,0.0,3.33,0.0,0.0,34,34,33,15,85,10,55,100,100,100,98,49,43,23,18,94,36,18,27,29,53,23,32.0,9
Simone-Pafundi,ITA,FW,100.0,Udinese,Serie A,16.0,1,0.0,0.0,0.0,0,0,0,10,9,90.0,100.0,66.7,50.0,0,0,0,,0.0,0,0,,0,0,,,0,0,1,0,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,100,28,45,100,100,98,49,28,18,18,94,36,17,29,30,52,21,32.0,7
Diego-Falcinelli,ITA,FWMF,0.0,Bologna,Serie A,30.0,6,0.0,0.0,0.0,0,0,0,22,14,63.64,62.5,33.3,100.0,0,0,0,,1.43,2,4,50.0,1,3,33.33,95.33,0,0,2,4,0,6,6,50.0,1,2,9.09,0.0,0.0,0.0,0.0,34,34,33,85,85,7,7,100,18,95,98,49,33,23,35,94,36,20,51,23,34,28,32.0,7
Mykola-Kukharevych,UKR,FW,0.0,Troyes,Ligue 1,20.0,2,0.0,0.0,0.0,0,0,0,5,3,60.0,66.7,0.0,0.0,0,0,0,,10.0,0,0,,0,0,,,0,0,1,0,0,2,1,66.67,0,1,20.0,0.0,0.0,0.0,0.0,34,34,33,96,98,10,6,15,100,100,98,49,29,18,18,94,36,18,52,6,53,22,32.0,8
Roberto-González,ESP,FWMF,0.0,Betis,La Liga,21.0,4,0.0,0.0,0.0,0,0,0,39,30,76.92,86.4,66.7,50.0,0,2,0,0.0,0.0,2,4,50.0,3,6,50.0,33.33,0,0,2,4,0,1,1,50.0,0,2,5.13,0.0,4.67,0.0,0.0,34,34,33,85,62,76,28,45,57,89,98,49,46,23,35,94,36,19,42,28,41,27,32.0,9
Saúl-García,ESP,FW,0.0,Alavés,La Liga,27.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,50.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,11,15,100,100,98,49,28,11,18,94,36,17,52,5,52,21,32.0,8
Daniel-James,WAL,FWMF,28.8,Leeds United,Premier League,24.0,32,0.15,0.08,0.27,0,0,4,507,329,64.89,76.5,67.1,41.1,4,44,1,2.27,1.22,17,35,48.57,18,44,40.91,1.73,7,1,37,44,0,16,52,23.55,0,18,3.55,0.04,0.91,0.08,0.0,51,55,42,19,43,31,29,25,28,13,98,61,70,89,86,99,96,49,31,28,20,92,32.0,6
Dodi-Lukebakio,BEL,FW,33.3,Hertha BSC,Bundesliga,24.0,3,0.5,0.0,0.0,1,1,1,35,26,74.29,70.6,75.0,100.0,0,1,0,0.0,1.0,4,4,100.0,4,8,50.0,25.0,0,0,6,6,0,2,2,50.0,0,0,0.0,0.5,1.5,0.0,0.0,34,34,85,85,12,16,55,100,57,87,98,49,42,37,48,94,36,28,27,31,40,30,32.0,7
Florin-Andone,ROU,FW,33.3,Cádiz,La Liga,29.0,5,0.0,0.0,0.0,0,0,0,39,27,69.23,85.7,61.5,50.0,0,0,0,,0.0,0,0,,2,4,50.0,25.0,1,0,5,1,0,7,14,33.33,1,7,17.95,0.0,1.0,0.0,0.0,34,34,33,42,97,73,19,45,57,87,98,49,40,33,18,94,55,20,41,27,42,29,32.0,5
Stéphane-Diarra,FRA,FWMF,33.3,Lorient,Ligue 1,23.0,15,0.0,0.0,0.0,0,0,0,199,143,71.86,82.2,75.4,55.2,0,15,1,6.67,1.03,9,13,69.23,15,31,48.39,9.45,2,0,6,8,0,2,8,19.77,0,4,2.01,0.17,0.69,0.0,0.0,34,34,33,14,24,57,55,55,47,72,98,49,46,37,68,94,70,25,14,42,45,50,32.0,6
Cole-Palmer,ENG,FWMF,25.0,Manchester City,Premier League,20.0,4,0.0,0.0,0.0,0,0,0,52,44,84.62,93.5,78.6,66.7,0,4,0,0.0,0.0,2,2,100.0,1,3,33.33,23.67,0,0,2,1,0,2,0,100.0,0,1,1.92,0.0,1.43,0.0,0.0,34,34,33,100,23,92,67,77,18,86,98,49,43,23,35,94,36,19,35,45,29,27,32.0,8
Yadaly-Diaby,FRA,FWMF,0.0,Clermont Foot,Ligue 1,21.0,5,0.0,0.0,0.0,0,0,0,21,13,61.9,61.5,50.0,100.0,0,0,0,,4.29,0,0,,1,1,100.0,143.0,1,1,1,1,0,1,1,50.0,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,85,12,6,11,100,100,96,98,49,32,18,18,99,55,20,28,23,57,28,32.0,10
Cheikh-Tidiane-Sabaly,SEN,FWMF,50.0,Metz,Ligue 1,23.0,6,0.0,0.0,0.0,0,0,0,35,32,91.43,95.5,100.0,0.0,0,1,0,0.0,0.59,2,3,66.67,2,4,50.0,29.5,0,0,0,1,0,0,3,0.0,0,2,5.71,0.0,1.76,0.0,0.0,34,34,33,7,67,93,100,15,57,88,98,49,47,11,35,94,36,20,22,42,44,26,32.0,6
Felipe-Caicedo,ECU,FW,0.0,Inter,Serie A,33.0,3,0.0,0.0,0.0,0,0,0,7,3,42.86,0.0,100.0,0.0,0,0,0,,3.33,0,0,,0,0,,,0,0,1,0,0,0,0,,0,0,0.0,0.0,3.33,0.0,0.0,34,34,33,100,12,4,100,15,100,100,98,49,45,18,18,94,36,19,31,22,55,23,32.0,5
Felipe-Caicedo,ECU,FW,25.0,Genoa,Serie A,33.0,9,0.31,0.08,0.33,0,0,1,78,53,67.95,77.1,61.1,33.3,2,1,0,0.0,2.5,2,3,66.67,1,5,20.0,6.2,1,0,7,3,0,15,18,45.45,0,5,6.41,0.31,0.94,0.31,0.0,51,69,66,74,72,33,18,19,9,64,98,92,53,39,35,94,55,40,47,15,24,36,32.0,10
Marc-Cucurella,ESP,FWDF,0.0,Getafe,La Liga,23.0,1,0.0,0.0,0.0,0,0,0,18,13,72.22,90.9,80.0,0.0,0,1,0,0.0,0.0,1,1,100.0,1,1,100.0,333.0,0,0,0,1,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,89,72,15,100,98,98,49,28,11,27,94,36,17,29,30,51,22,32.0,6
Paul-Wanner,GER,FWMF,0.0,Bayern Munich,Bundesliga,16.0,4,0.0,0.0,0.0,0,0,0,18,15,83.33,92.3,50.0,50.0,0,0,0,,2.5,2,2,100.0,0,0,,,0,0,1,1,0,0,1,0.0,0,1,5.56,0.0,2.5,0.0,0.0,34,34,33,7,65,91,11,45,100,100,98,49,46,18,35,94,36,19,20,28,57,26,31.0,6
Raúl,ESP,FW,0.0,Betis,La Liga,21.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,100.0,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,28,11,18,94,36,17,52,4,52,21,31.0,10
Iker-Bravo,ESP,FW,0.0,Leverkusen,Bundesliga,17.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,,0.0,10.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,42,11,18,94,36,17,52,4,52,21,31.0,8
José-Juan-Macías,MEX,FWMF,0.0,Getafe,La Liga,22.0,7,0.0,0.0,0.0,0,0,0,46,30,65.22,72.0,78.6,25.0,0,4,0,0.0,1.36,0,0,,3,7,42.86,19.43,1,0,1,11,0,5,7,41.65,0,4,8.7,0.45,0.91,0.0,0.0,34,34,33,64,83,18,67,17,32,84,98,49,41,18,18,94,55,21,45,21,36,29,31.0,7
Georges-Mikautadze,GEO,FW,0.0,Metz,Ligue 1,21.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,28,11,18,94,36,17,52,4,52,21,31.0,7
Jaden-Philogene-Bidace,ENG,FW,0.0,Aston Villa,Premier League,20.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,1,0,0,0,,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,28,11,18,94,36,17,52,4,52,21,31.0,9
Fraser-Hornby,SCO,FWMF,33.3,Reims,Ligue 1,22.0,8,0.0,0.0,0.0,0,0,0,88,54,61.36,69.6,70.8,37.5,0,1,1,100.0,1.54,2,3,66.67,2,6,33.33,8.5,1,0,7,7,0,23,14,62.17,0,12,13.64,0.0,0.26,0.0,0.0,34,34,33,93,94,14,40,22,18,71,98,49,35,39,35,94,55,21,59,16,28,35,31.0,8
Sonny-Perkins,ENG,FW,0.0,West Ham,Premier League,18.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,100.0,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,28,11,18,94,36,17,52,4,52,21,31.0,7
Alejandro-Garnacho,ESP,FW,0.0,Manchester Utd,Premier League,17.0,2,0.0,0.0,0.0,0,0,0,4,4,100.0,100.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,1,1,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,100,6,15,100,100,98,49,29,18,18,94,36,18,30,22,53,22,31.0,10
Adrián-Butzke,ESP,FW,0.0,Granada,La Liga,23.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,100.0,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,28,11,18,94,36,17,52,4,52,21,31.0,5
Dan-Ndoye,SUI,FWMF,0.0,Nice,Ligue 1,21.0,3,0.0,0.0,0.0,0,0,0,54,38,70.37,73.1,73.7,66.7,1,2,1,50.0,2.17,1,1,100.0,6,8,75.0,32.62,0,0,3,2,0,3,7,29.95,0,3,5.56,0.0,1.3,0.0,0.0,34,34,33,32,65,21,50,77,93,88,98,49,40,28,27,94,36,19,27,27,50,25,31.0,5
Matias-Arezo,URU,FW,60.0,Granada,La Liga,19.0,8,0.0,0.0,0.0,0,0,0,39,23,58.97,65.2,60.0,50.0,0,3,0,0.0,1.11,2,4,50.0,1,3,33.33,18.67,1,0,3,1,0,8,6,57.14,0,4,10.26,0.0,1.11,0.0,0.0,34,34,33,91,89,8,17,45,18,83,98,49,45,28,35,94,55,21,57,15,32,34,31.0,4
Mohamed-Sankoh,NED,FW,100.0,Stuttgart,Bundesliga,18.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,28,11,18,94,36,17,52,4,52,21,31.0,9
Milot-Rashica,KVX,FWMF,35.6,Norwich City,Premier League,25.0,31,0.04,0.02,0.06,0,0,1,597,376,62.98,78.4,68.2,40.6,2,80,8,10.0,1.01,21,33,63.64,24,80,30.0,1.41,0,0,28,52,0,17,38,31.08,0,29,4.86,0.0,1.09,0.12,0.0,35,34,34,35,59,39,32,25,13,7,98,71,77,80,93,94,36,34,47,32,10,76,31.0,7
Giovanni-Simeone,ARG,FW,0.0,Cagliari,Serie A,26.0,1,0.0,0.0,0.0,0,0,0,3,2,66.67,66.7,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,1,0,0,0,0,,0,1,33.33,0.0,0.0,0.0,0.0,34,34,33,100,99,10,6,15,100,100,98,49,28,18,18,94,36,17,51,5,52,21,31.0,5
Dion-Moise-Sahi,CIV,FWMF,40.0,Strasbourg,Ligue 1,20.0,8,0.0,0.0,0.0,0,0,0,43,40,93.02,91.7,100.0,100.0,0,2,1,50.0,1.43,0,0,,1,6,16.67,11.83,0,0,1,4,0,1,3,24.91,0,1,2.33,0.0,0.71,0.0,0.0,34,34,33,22,29,90,100,100,9,77,98,49,39,18,18,94,36,21,16,61,27,26,31.0,4
Marcus-Forss,FIN,FWMF,0.0,Brentford,Premier League,22.0,7,0.0,0.0,0.0,0,0,0,41,24,58.54,72.7,27.3,66.7,1,1,0,0.0,0.87,2,4,50.0,2,4,50.0,21.75,0,0,4,1,0,5,15,24.97,0,8,19.51,0.0,1.3,0.0,0.0,34,34,33,23,97,21,7,77,57,85,98,49,45,31,35,94,36,21,37,22,44,30,31.0,4
Nathan-Young-Coombes,ENG,FW,0.0,Brentford,Premier League,19.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,28,11,18,94,36,17,52,4,52,21,31.0,5
Brain-Oddei,ITA,FW,0.0,Sassuolo,Serie A,19.0,2,0.0,0.0,0.0,0,0,0,4,4,100.0,100.0,0.0,0.0,0,0,0,,0.0,0,0,,1,1,100.0,1000.0,0,0,0,1,0,0,0,,0,0,0.0,0.0,0.0,0.0,0.0,34,34,33,100,12,100,6,15,100,100,98,49,29,11,18,94,36,18,30,22,53,21,31.0,6
Lebo-Mothiba,RSA,FW,0.0,Strasbourg,Ligue 1,26.0,1,0.0,0.0,0.0,0,0,0,0,0,,0.0,0.0,0.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,,0.0,0.0,0.0,0.0,34,34,33,100,100,4,6,15,100,100,98,49,28,11,18,94,36,17,52,4,52,21,31.0,5
Delano-Burgzorg,NED,FW,50.0,Mainz 05,Bundesliga,23.0,3,3.33,0.5,1.0,0,0,1,4,4,100.0,100.0,0.0,0.0,0,0,0,,0.0,1,1,100.0,2,4,50.0,166.75,0,0,2,0,0,0,5,0.0,3,0,0.0,0.0,3.33,0.0,0.0,99,100,99,7,12,100,6,15,57,96,98,49,45,23,27,94,36,55,5,22,42,25,31.0,5
