Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Interception ,Tackle_Won,Tackle,Tackle_Won%,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,Blocks,BlkSh,BlkShSv,but_par_tir,but_par_tir_cadre,but_par_90min,tete_reussi,passe_avec_tete,pass_short_comp,pass_medium_comp,pass_long_comp,Dribbles_reussis,Dribles_passes,BlockPasse,BlockTir,Block,fautes,tacles_gagnes,carton_rouge,carton_jaune,Tir,Tete,Passe,Dribbles,Tacle,Note Finale,classement_equipe
Charlie-Cresswell,ENG,DF,0.0,Leeds United,Premier League,19.0,5,0.0,0.0,0.0,0,0,0,94,70,74.47,89.5,91.3,43.3,0,0,0,,0.0,3,7,68.49,1,1,100.0,63.0,1,0,3,2,0,7,3,69.97,0,11,11.7,0.0,1.25,0.63,0.0,60,60,60,85,98,54,71,16,100,97,84,65,33,18,20,85,35,35,53,27,57,23,34.0,8
Dominique-Heintz,GER,DF,100.0,Union Berlin,Bundesliga,28.0,7,0.0,0.0,0.0,0,0,0,257,211,82.1,93.4,88.2,57.8,0,0,0,,0.96,5,9,289.02,3,4,75.0,14.5,0,0,7,3,0,13,12,51.98,0,13,5.06,0.0,1.35,0.77,0.0,60,60,60,39,64,84,58,47,79,88,84,76,38,29,26,85,20,37,32,39,51,25,34.0,9
Saman-Ghoddos,IRN,DFMF,25.0,Brentford,Premier League,28.0,17,0.17,0.13,0.5,0,0,1,219,148,67.58,72.6,73.4,52.5,1,14,2,14.29,2.0,8,17,282.69,4,5,80.0,13.4,2,0,13,12,0,8,15,34.73,0,16,7.31,0.17,2.17,0.0,0.0,83,89,95,11,87,4,9,35,83,87,84,15,45,45,34,85,49,70,38,13,67,42,34.0,8
Pedro-Mendes,POR,DF,0.0,Montpellier,Ligue 1,31.0,1,0.0,0.0,0.0,0,0,0,7,4,57.14,0.0,100.0,25.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,1,0,100.0,0,1,14.29,0.0,5.0,5.0,0.0,60,60,60,100,98,2,100,6,100,100,84,99,48,9,9,85,20,31,51,19,52,16,34.0,8
Hamza-Choudhury,ENG,DFMF,0.0,Leicester City,Premier League,24.0,6,0.0,0.0,0.0,0,0,0,156,128,82.05,88.6,82.5,70.8,0,0,0,,0.94,2,8,80.0,1,3,33.33,21.0,1,0,6,7,0,14,1,93.39,0,11,7.05,0.0,1.56,0.0,0.0,60,60,60,97,85,46,36,76,14,91,84,15,27,27,16,85,35,36,55,32,32,24,34.0,10
Morten-Frendrup,DEN,DFMF,50.0,Genoa,Serie A,21.0,10,0.0,0.0,0.0,0,0,0,358,252,70.39,84.0,71.7,57.6,0,6,1,16.67,1.3,20,32,480.77,4,5,80.0,10.4,1,0,15,4,0,12,17,41.38,0,23,6.42,0.0,3.12,0.26,0.0,60,60,60,18,80,18,7,47,83,84,84,34,48,49,63,85,35,40,33,16,56,39,34.0,10
Cristian-Ansaldi,ARG,DF,14.3,Torino,Serie A,35.0,19,0.0,0.0,0.0,0,0,0,412,293,71.12,90.4,73.3,50.9,3,35,11,31.43,1.17,9,21,329.67,6,14,42.86,6.5,2,0,13,7,0,5,5,50.0,0,10,2.43,0.0,1.69,0.13,0.0,60,60,60,36,18,61,9,31,22,75,84,20,41,45,35,85,49,49,22,27,40,44,34.0,10
Kieran-Trippier,ENG,DF,100.0,Newcastle Utd,Premier League,31.0,6,0.42,1.0,1.0,0,0,2,274,189,68.98,87.1,69.6,51.9,0,11,0,0.0,1.67,13,21,296.8,1,2,50.0,10.5,0,0,5,3,0,12,5,70.62,0,16,5.84,0.0,2.5,0.63,0.0,100,100,99,86,74,34,5,34,39,85,84,65,47,25,46,85,20,60,48,15,37,26,34.0,10
Silvan-Hefti,SUI,DF,20.0,Genoa,Serie A,24.0,16,0.0,0.0,0.0,0,0,0,557,408,73.25,85.7,74.6,44.7,0,20,7,35.0,1.68,36,60,857.14,14,25,56.0,4.76,1,0,17,8,0,14,25,35.9,0,22,3.95,0.0,1.96,0.28,0.0,60,60,60,12,46,26,10,18,47,64,84,36,47,56,90,85,35,46,22,14,43,51,34.0,11
José-Fontán,ESP,DF,0.0,Celta Vigo,La Liga,22.0,9,0.0,0.0,0.0,0,0,0,202,170,84.16,84.9,90.0,72.5,0,4,2,50.0,0.97,4,9,137.93,0,1,0.0,0.0,3,0,8,0,0,7,0,100.0,0,5,2.48,0.0,0.65,0.32,0.0,60,60,60,100,19,22,66,79,6,5,84,40,29,32,24,85,61,39,39,36,4,33,34.0,9
Carlos-Dominguez,ESP,DF,0.0,Celta Vigo,La Liga,21.0,8,0.0,0.0,0.0,0,0,0,167,131,78.44,78.8,95.3,55.3,0,0,0,,0.53,5,7,271.74,1,2,50.0,13.0,1,0,3,5,0,12,6,66.67,0,12,7.19,0.0,1.32,0.26,0.0,60,60,60,79,86,7,91,41,39,87,84,34,30,18,26,85,35,38,52,29,40,26,34.0,8
Sebastian-Walukiewicz,POL,DF,0.0,Cagliari,Serie A,22.0,7,0.0,0.0,0.0,0,0,0,177,159,89.83,94.8,92.7,78.4,0,1,0,0.0,0.88,5,8,212.77,6,6,100.0,29.33,1,0,4,4,0,2,3,40.14,0,6,3.39,0.0,1.76,0.59,0.0,60,60,60,17,33,90,80,89,100,93,84,62,40,21,26,85,35,37,15,53,60,26,34.0,12
Matteo-Ruggeri,ITA,DF,0.0,Salernitana,Serie A,19.0,14,0.0,0.0,0.0,0,0,0,303,208,68.65,82.5,70.5,48.4,0,22,6,27.27,1.87,5,9,416.67,2,4,50.0,6.75,1,0,2,3,0,10,5,66.5,0,17,5.61,0.0,1.87,0.13,0.0,60,60,60,76,71,14,6,25,39,76,84,20,39,15,26,85,35,44,54,11,42,30,34.0,8
Julian-Chabot,GER,DF,0.0,Köln,Bundesliga,24.0,4,0.0,0.0,0.0,0,0,0,151,121,80.13,79.5,88.4,66.7,0,0,0,,0.87,3,5,138.25,1,2,50.0,21.5,1,0,5,6,0,22,10,68.75,0,7,4.64,0.0,2.17,0.87,0.0,60,60,60,84,58,8,59,68,39,91,84,82,46,25,20,85,35,34,40,26,37,23,34.0,8
Nadir-Zortea,ITA,DFMF,25.0,Salernitana,Serie A,22.0,29,0.06,0.06,0.25,0,0,1,486,318,65.43,80.9,69.4,48.5,2,50,18,36.0,0.89,13,27,755.81,25,59,42.37,3.14,3,0,17,7,0,11,25,30.57,0,11,2.26,0.0,1.53,0.25,0.0,67,70,77,8,15,10,5,26,21,44,84,33,49,56,46,85,61,70,11,13,32,61,34.0,9
Fali-Candé,GNB,DF,33.3,Metz,Ligue 1,24.0,11,0.0,0.0,0.0,0,0,0,499,358,71.74,88.1,76.9,45.2,2,20,4,20.0,1.67,21,32,709.46,11,31,35.48,4.19,2,0,15,11,0,18,9,66.8,0,16,3.21,0.0,1.85,0.19,0.0,60,60,60,79,30,41,17,19,14,60,84,26,38,49,66,85,49,41,37,18,25,43,34.0,11
Omar-Richards,ENG,DF,0.0,Bayern Munich,Bundesliga,24.0,12,0.0,0.0,0.0,0,0,0,357,314,87.96,91.8,92.2,61.5,0,6,0,0.0,2.24,15,21,349.65,12,12,100.0,20.42,1,0,15,22,0,3,5,37.42,0,4,1.12,0.0,2.24,0.2,0.0,60,60,60,13,6,72,77,56,100,91,84,27,44,49,52,85,35,42,7,48,67,39,34.0,7
Danny-da-Costa,GER,DF,0.0,Eint Frankfurt,Bundesliga,28.0,11,0.0,0.0,0.0,0,0,0,313,215,68.69,76.3,72.8,56.1,0,10,3,30.0,2.35,9,14,520.23,4,8,50.0,7.75,2,0,11,3,0,16,10,61.68,0,13,4.15,0.0,2.35,0.25,0.0,60,60,60,63,50,5,8,43,39,79,84,33,46,39,35,85,49,41,39,13,40,36,34.0,9
Eray-Cömert,SUI,DF,33.3,Valencia,La Liga,24.0,8,0.0,0.0,0.0,0,0,0,191,159,83.25,91.2,92.4,66.1,0,0,0,,0.44,2,5,180.18,0,0,,,2,0,4,0,0,5,9,35.69,0,11,5.76,0.0,0.89,0.67,0.0,60,60,60,11,73,67,78,66,100,100,84,68,34,21,16,85,49,38,27,45,63,27,33.0,8
Jonathan-Schmid,FRA,DF,20.0,Freiburg,Bundesliga,31.0,13,0.0,0.0,0.0,0,0,0,329,253,76.9,87.4,76.7,68.6,1,13,1,7.69,2.46,7,13,350.0,6,8,75.0,11.5,0,0,7,3,0,11,8,57.88,0,13,3.95,0.0,1.69,0.15,0.0,60,60,60,52,46,36,16,72,79,86,84,21,36,29,31,85,20,43,35,30,59,30,33.0,7
Tachi,ESP,DF,0.0,Alavés,La Liga,24.0,5,0.0,0.0,0.0,0,0,0,84,54,64.29,62.5,77.8,51.5,0,3,1,33.33,1.11,3,5,162.16,0,0,,,1,0,4,4,0,5,2,71.43,0,8,9.52,0.0,1.85,1.11,0.0,60,60,60,88,94,3,20,33,100,100,84,91,45,21,20,85,35,35,53,11,58,23,33.0,8
Philippe-Sandler,NED,DF,0.0,Troyes,Ligue 1,25.0,2,0.0,0.0,0.0,0,0,0,26,19,73.08,92.9,75.0,20.0,0,0,0,,0.0,1,1,80.0,0,0,,,0,0,0,0,0,3,0,100.0,0,2,7.69,0.0,3.75,1.25,0.0,60,60,60,100,89,80,12,5,100,100,84,94,49,9,12,85,20,32,50,17,53,17,33.0,10
Yasser-Larouci,ALG,DF,33.3,Troyes,Ligue 1,21.0,12,0.0,0.0,0.0,0,0,0,160,128,80.0,89.6,84.6,54.5,0,11,4,36.36,0.79,3,6,189.87,9,21,42.86,11.29,1,0,2,10,0,4,2,66.46,0,7,4.38,0.26,1.05,0.0,0.0,60,60,60,76,54,55,44,39,22,86,84,15,26,15,20,85,35,42,46,32,38,27,33.0,9
Mathias-Jørgensen,DEN,DF,50.0,Brentford,Premier League,32.0,8,0.17,0.5,1.0,0,0,1,329,245,74.47,88.6,76.3,51.6,0,8,3,37.5,2.59,2,11,105.26,0,0,,,2,0,9,1,0,18,8,69.2,0,28,8.51,0.0,1.38,0.17,0.0,99,100,95,84,92,46,15,33,100,100,84,24,28,35,16,85,49,62,56,20,63,29,33.0,9
Josip-Stanii?,CRO,DF,75.0,Bayern Munich,Bundesliga,22.0,13,0.14,0.25,0.33,0,0,1,592,514,86.82,92.1,91.4,71.1,0,9,1,11.11,2.36,11,20,395.68,7,15,46.67,7.4,1,0,6,1,0,6,10,37.39,0,13,2.2,0.0,1.81,0.0,0.0,95,78,92,12,14,74,72,76,27,78,84,15,36,27,39,85,35,63,9,53,38,33,33.0,8
Santiago-Arias,COL,DF,33.3,Granada,La Liga,30.0,12,0.2,0.33,1.0,0,0,1,222,164,73.87,81.8,75.5,54.5,0,13,3,23.08,1.22,6,13,226.42,3,7,42.86,8.71,1,0,6,6,0,8,16,33.27,0,12,5.41,0.0,2.24,1.02,0.0,98,100,96,9,69,12,13,39,22,81,84,88,58,27,29,85,35,69,27,15,36,31,33.0,9
Javi-López,ESP,DF,0.0,Alavés,La Liga,20.0,9,0.0,0.0,0.0,0,0,0,206,157,76.21,93.4,81.1,51.0,0,10,2,20.0,0.98,7,10,357.14,3,9,33.33,6.56,2,0,8,12,0,3,6,33.33,0,8,3.88,0.0,2.94,0.2,0.0,60,60,60,10,44,84,31,31,14,75,84,27,44,32,31,85,49,39,18,32,29,32,32.0,9
Calum-Chambers,ENG,DF,0.0,Arsenal,Premier League,27.0,2,0.0,0.0,0.0,0,0,0,97,80,82.47,92.1,85.7,58.8,0,2,1,50.0,2.11,1,2,95.24,0,0,,,0,0,1,1,0,3,2,60.08,0,4,4.12,0.0,5.79,1.58,0.0,60,60,60,60,49,74,48,51,100,100,84,96,50,13,12,85,20,32,29,31,53,17,32.0,9
Abdoulaye-Bamba,CIV,DF,0.0,Angers,Ligue 1,32.0,10,0.0,0.0,0.0,0,0,0,187,148,79.14,95.2,79.7,42.1,0,7,2,28.57,0.98,0,6,0.0,1,2,50.0,10.0,1,0,5,6,1,7,5,58.3,0,8,4.28,0.0,1.96,0.2,0.0,60,60,60,54,52,92,25,14,39,84,84,27,39,25,9,85,35,40,35,29,41,26,32.0,8
Miguel-Trauco,PER,DF,30.0,Saint-Étienne,Ligue 1,29.0,17,0.08,0.1,0.33,0,0,1,709,523,73.77,85.1,79.5,45.1,0,30,5,16.67,2.82,17,29,726.5,6,11,54.55,5.91,3,0,9,8,0,14,18,43.8,0,21,2.96,0.0,1.69,0.4,0.0,77,78,83,20,26,23,24,19,45,71,84,46,46,35,57,85,61,62,18,17,45,47,32.0,9
Ruben-Lendinez,ESP,DF,0.0,Valencia,La Liga,19.0,4,0.0,0.0,0.0,0,0,0,52,42,80.77,85.7,91.3,57.1,0,0,0,,0.0,5,6,125.0,0,0,,,2,0,3,0,0,2,0,100.0,0,4,7.69,0.0,0.67,0.0,0.0,60,60,60,100,89,26,71,46,100,100,84,15,20,18,26,85,49,34,54,27,57,25,32.0,9
Abdu-Conté,POR,DF,20.0,Troyes,Ligue 1,24.0,17,0.0,0.0,0.0,0,0,0,614,453,73.78,85.6,77.2,52.0,1,34,5,14.71,2.53,15,28,802.14,16,22,72.73,4.86,2,0,17,15,0,14,15,48.19,0,16,2.61,0.0,1.6,0.2,0.0,60,60,60,29,21,26,17,34,74,65,84,27,39,56,52,85,49,47,20,20,54,47,32.0,11
Mike-van-der-Hoorn,NED,DF,0.0,Arminia,Bundesliga,29.0,1,0.0,0.0,0.0,0,0,0,3,2,66.67,100.0,100.0,100.0,0,0,0,,0.0,2,2,20.0,0,0,,,0,0,0,1,0,1,0,100.0,0,0,0.0,0.0,5.0,0.0,0.0,60,60,60,100,6,100,100,100,100,100,84,15,34,9,16,85,20,31,27,52,52,17,32.0,8
Saúl-Ñíguez,ESP,DFMF,0.0,Atlético Madrid,La Liga,27.0,3,0.0,0.0,0.0,0,0,0,121,97,80.17,93.6,75.0,75.0,1,3,0,0.0,0.45,4,7,125.79,1,1,100.0,45.0,0,0,2,2,0,7,1,87.6,0,3,2.48,0.0,2.73,0.45,0.0,60,60,60,96,19,85,12,84,100,95,84,51,42,15,24,85,20,33,32,33,54,20,32.0,11
Radu-Dr?gu?in,ROU,DF,0.0,Salernitana,Serie A,20.0,7,0.0,0.0,0.0,0,0,0,159,131,82.39,87.2,88.6,73.5,0,0,0,,1.11,4,7,307.69,0,0,,,1,0,3,5,0,7,11,38.92,0,8,5.03,0.0,1.67,0.74,0.0,60,60,60,15,64,35,60,80,100,100,84,74,42,18,24,85,35,37,24,36,62,25,32.0,10
Danny-Rose,ENG,DF,25.0,Watford,Premier League,31.0,8,0.0,0.0,0.0,0,0,0,329,220,66.87,89.0,73.5,44.3,0,15,1,6.67,1.3,15,23,501.67,9,15,60.0,7.8,4,0,12,16,0,4,6,40.0,0,20,6.08,0.0,1.82,0.78,0.0,60,60,60,17,76,51,9,17,56,80,84,77,45,42,52,85,72,38,29,16,43,40,32.0,11
Nicolas-Nkoulou,CMR,DF,0.0,Watford,Premier League,32.0,3,0.0,0.0,0.0,0,0,0,52,45,86.54,90.9,88.9,78.6,0,0,0,,0.53,0,1,0.0,1,1,100.0,53.0,0,0,1,0,0,1,1,50.0,0,2,3.85,0.0,2.63,1.05,0.0,60,60,60,36,44,64,61,90,100,96,84,90,48,13,9,85,20,33,22,39,54,17,32.0,10
Dénys-Bain,FRA,DF,0.0,Brest,Ligue 1,28.0,2,0.0,0.0,0.0,0,0,0,82,79,96.34,95.2,97.7,94.1,0,0,0,,0.0,4,5,160.0,0,1,0.0,50.0,0,0,5,3,0,4,1,80.0,0,0,0.0,0.0,1.5,0.5,0.0,60,60,60,95,6,92,95,97,6,96,84,55,30,25,24,85,20,32,27,50,27,21,32.0,7
Kike-Hermoso,ESP,DF,50.0,Betis,La Liga,22.0,1,1.0,0.5,1.0,0,0,1,51,47,92.16,100.0,96.3,66.7,0,0,0,,0.0,2,2,100.0,1,1,100.0,100.0,0,0,1,0,0,5,3,62.5,0,1,1.96,0.0,5.0,2.0,0.0,99,100,100,65,11,100,94,68,100,98,84,98,48,13,16,85,20,51,20,45,51,17,32.0,9
Sead-Kolainac,BIH,DF,0.0,Arsenal,Premier League,28.0,2,0.0,0.0,0.0,0,0,0,13,10,76.92,100.0,62.5,100.0,0,0,0,,0.0,1,1,100.0,0,0,,,1,0,3,0,0,2,1,66.67,0,1,7.69,0.0,2.0,0.0,0.0,60,60,60,79,89,100,3,100,100,100,84,15,29,18,12,85,35,32,45,36,53,20,32.0,10
Andreas-Skov-Olsen,DEN,DFFW,28.6,Bologna,Serie A,22.0,18,0.0,0.0,0.0,0,0,0,393,301,76.59,88.5,80.1,45.9,2,30,7,23.33,1.33,7,12,482.76,7,23,30.43,4.7,0,0,4,16,0,3,9,25.0,0,23,5.85,0.0,1.69,0.12,0.0,60,60,60,6,74,45,27,21,10,64,84,19,40,21,31,85,20,48,32,25,30,31,32.0,9
Arthur-Masuaku,COD,DFFW,25.0,West Ham,Premier League,28.0,13,0.14,0.25,1.0,0,0,1,376,294,78.19,89.6,77.9,36.6,1,20,2,10.0,2.08,19,33,414.85,5,8,62.5,8.62,1,0,8,4,0,13,9,59.15,0,17,4.52,0.0,1.39,0.14,0.0,95,100,92,56,56,55,20,10,61,81,84,20,31,32,61,85,35,69,40,20,51,38,32.0,10
Solomon-Bonnah,NED,DF,0.0,RB Leipzig,Bundesliga,18.0,1,0.0,0.0,0.0,0,0,0,3,3,100.0,100.0,100.0,100.0,0,0,0,,0.0,0,0,,0,0,,,0,0,0,0,0,0,0,,0,0,0.0,0.0,10.0,0.0,0.0,60,60,60,100,6,100,100,100,100,100,84,15,34,9,9,85,20,31,27,52,52,16,32.0,9
Ryan-Fredericks,ENG,DF,0.0,West Ham,Premier League,29.0,7,0.0,0.0,0.0,0,0,0,147,114,77.55,89.0,78.9,30.0,0,8,1,12.5,0.88,2,4,169.49,0,1,0.0,0.0,1,0,3,1,0,6,1,85.85,0,16,10.88,0.0,1.18,0.29,0.0,60,60,60,96,97,51,23,6,6,5,84,37,28,18,16,85,35,37,60,16,3,24,32.0,9
Riccardo-Calafiori,ITA,DF,0.0,Genoa,Serie A,20.0,3,0.0,0.0,0.0,0,0,0,20,11,55.0,50.0,64.3,0.0,0,0,0,,1.11,0,1,0.0,0,1,0.0,0.0,1,0,4,0,0,4,0,100.0,0,3,15.0,0.0,5.56,2.22,0.0,60,60,60,100,99,2,4,5,6,5,84,99,52,21,9,85,35,33,55,2,3,21,32.0,12
Jordan-Amavi,FRA,DF,0.0,Nice,Ligue 1,28.0,8,0.0,0.0,0.0,0,0,0,315,268,85.08,91.8,87.8,65.1,0,7,1,14.29,1.09,5,14,164.47,8,13,61.54,13.38,1,0,2,3,0,10,9,52.54,0,9,2.86,0.0,2.83,0.22,0.0,60,60,60,40,24,72,56,64,58,87,84,29,43,15,26,85,35,38,20,41,46,25,32.0,7
Felix-Passlack,GER,DF,33.3,Dortmund,Bundesliga,24.0,10,0.19,0.33,1.0,0,0,1,357,295,82.63,93.5,82.0,58.8,0,9,0,0.0,2.88,8,13,320.0,2,7,28.57,8.29,0,0,6,8,1,2,2,50.0,0,7,1.96,0.0,3.08,0.19,0.0,98,100,96,36,11,85,34,51,10,80,84,26,46,27,34,85,20,65,16,38,30,28,32.0,10
John-Donald,ESP,DF,50.0,Elche,La Liga,21.0,2,0.0,0.0,0.0,0,0,0,89,78,87.64,92.9,91.5,54.5,0,0,0,,0.0,6,8,150.0,0,0,,,0,0,1,0,0,2,5,28.57,0,6,6.74,0.0,3.0,1.5,0.0,60,60,60,7,83,80,73,39,100,100,84,96,49,13,29,85,20,32,24,34,53,20,32.0,9
Vitaliy-Mykolenko,UKR,DF,25.0,Everton,Premier League,23.0,13,0.09,0.13,0.5,0,0,1,462,325,70.35,89.1,65.8,39.7,0,27,5,18.52,0.68,14,28,585.77,5,11,45.45,5.45,0,0,15,11,0,13,17,43.36,0,23,4.98,0.09,2.91,0.17,0.0,83,89,85,20,63,51,4,12,25,69,84,24,48,49,49,85,20,61,30,16,34,36,32.0,8
Panagiotis-Retsos,GRE,DFMF,0.0,Hellas Verona,Serie A,23.0,5,0.0,0.0,0.0,0,0,0,22,14,63.64,77.8,50.0,66.7,0,0,0,,1.67,0,1,0.0,0,0,,,0,0,1,1,0,0,0,,0,4,18.18,0.0,3.33,0.0,0.0,60,60,60,100,99,6,3,68,100,100,84,15,38,13,9,85,20,35,58,15,58,19,32.0,9
Joe-Gomez,ENG,DF,0.0,Liverpool,Premier League,25.0,8,0.0,0.0,0.0,0,0,0,284,227,79.93,87.8,79.5,67.3,1,17,2,11.76,3.24,4,7,211.64,4,7,57.14,15.43,2,0,5,3,0,13,6,68.42,0,13,4.58,0.0,0.81,0.27,0.0,60,60,60,83,57,38,24,69,50,89,84,35,27,25,24,85,49,38,44,28,44,29,32.0,6
Simon-Asta,GER,DF,0.0,Greuther Fürth,Bundesliga,21.0,13,0.0,0.0,0.0,0,0,0,401,287,71.57,84.8,74.1,55.1,0,16,2,12.5,2.3,8,14,496.89,2,6,33.33,7.67,1,0,13,9,1,6,9,40.12,0,19,4.74,0.0,2.07,0.34,0.0,60,60,60,17,60,22,10,40,14,79,84,42,47,45,34,85,35,43,28,17,33,36,32.0,10
Thomas-Fontaine,MAD,DF,0.0,Lorient,Ligue 1,31.0,2,0.0,0.0,0.0,0,0,0,52,44,84.62,100.0,84.4,100.0,0,0,0,,0.53,0,1,0.0,0,0,,,1,0,4,1,0,2,5,28.53,0,4,7.69,0.0,1.58,1.58,0.0,60,60,60,6,89,100,42,100,100,100,84,96,39,21,9,85,35,32,25,43,53,20,32.0,8
?tefan-Radu,ROU,DF,50.0,Lazio,Serie A,35.0,10,0.0,0.0,0.0,0,0,0,325,266,81.85,91.5,83.6,50.0,0,7,0,0.0,1.94,5,8,387.6,2,3,66.67,16.0,2,0,5,6,0,13,11,54.26,0,14,4.31,0.0,1.45,0.32,0.0,60,60,60,44,52,70,41,31,70,89,84,40,34,25,26,85,49,40,32,32,53,31,32.0,7
Marcelo,BRA,DF,0.0,Lyon,Ligue 1,35.0,2,0.0,0.0,0.0,0,0,0,165,149,90.3,88.1,91.8,91.4,0,1,0,0.0,1.0,3,4,150.0,0,0,,,1,0,2,1,1,13,8,61.9,0,4,2.42,0.0,2.0,1.0,0.5,60,60,60,64,18,41,75,96,100,100,99,88,45,15,20,85,35,32,22,38,53,21,32.0,10
Paolo-Ghiglione,ITA,DF,50.0,Genoa,Serie A,25.0,13,0.0,0.0,0.0,0,0,0,339,215,63.42,88.2,65.1,39.5,1,22,5,22.73,2.09,8,15,357.14,5,12,41.67,6.25,3,0,12,4,0,6,14,30.1,0,9,2.65,0.0,4.03,0.75,0.0,60,60,60,7,21,42,4,12,21,73,84,75,61,42,34,85,61,43,10,14,34,40,31.0,13
Coke,ESP,DF,100.0,Levante,La Liga,35.0,6,0.77,1.0,1.0,0,0,1,68,57,83.82,91.7,87.5,75.0,0,0,0,,1.54,3,4,97.4,2,3,66.67,51.33,1,0,4,2,0,5,4,55.56,0,4,5.88,0.0,0.77,0.0,0.0,100,100,99,48,75,71,55,84,70,96,84,15,22,21,20,85,35,60,37,42,50,24,31.0,12
Fabio-Depaoli,ITA,DF,44.4,Hellas Verona,Serie A,25.0,18,0.13,0.11,0.25,0,0,1,291,184,63.23,77.6,74.5,33.9,1,26,5,19.23,2.31,5,12,324.68,8,13,61.54,9.85,3,0,21,10,0,9,12,42.75,0,11,3.78,0.0,1.92,0.26,0.0,79,70,91,19,42,5,10,8,58,83,84,34,47,66,26,85,61,64,24,6,56,48,31.0,10
Ismaëlben-Boura,FRA,DF,0.0,Lens,Ligue 1,21.0,5,0.0,0.0,0.0,0,0,0,69,58,84.06,93.1,88.5,50.0,0,2,0,0.0,2.73,0,2,0.0,0,0,,,0,0,0,0,0,2,1,66.67,0,2,2.9,0.0,1.82,0.91,0.0,60,60,60,79,25,82,59,31,100,100,84,84,43,9,9,85,20,35,30,33,58,18,31.0,9
Kostas-Manolas,GRE,DF,0.0,Napoli,Serie A,30.0,4,0.0,0.0,0.0,0,0,0,230,217,94.35,97.4,93.9,91.7,0,0,0,,1.14,2,2,350.88,0,0,,,1,0,5,0,0,5,4,55.64,0,10,4.35,0.0,0.57,0.0,0.0,60,60,60,48,53,94,86,97,100,100,84,15,20,25,16,85,35,34,29,52,57,23,31.0,6
Federico-Peluso,ITA,DF,0.0,Sassuolo,Serie A,38.0,2,0.0,0.0,0.0,0,0,0,4,4,100.0,100.0,100.0,0.0,0,0,0,,0.0,1,1,10.0,0,0,,,0,0,1,0,0,1,0,100.0,0,1,25.0,0.0,0.0,0.0,0.0,60,60,60,100,100,100,100,5,100,100,84,15,19,13,12,85,20,32,53,36,53,17,31.0,8
Colin-Dagba,FRA,DF,0.0,Paris S-G,Ligue 1,23.0,3,0.0,0.0,0.0,0,0,0,143,130,90.91,94.7,91.2,75.0,0,6,2,33.33,1.11,1,3,59.88,1,3,33.33,18.67,1,0,5,2,0,1,1,50.0,0,2,1.4,0.0,2.22,1.11,0.0,60,60,60,36,8,90,71,84,14,90,84,91,46,25,12,85,35,33,12,45,29,22,31.0,9
Julian-Eitschberger,GER,DF,0.0,Hertha BSC,Bundesliga,18.0,1,0.0,0.0,0.0,0,0,0,31,22,70.97,82.4,57.1,66.7,0,1,0,0.0,2.0,0,0,,0,0,,,0,0,0,2,0,1,0,100.0,0,2,6.45,0.0,6.0,2.0,0.0,60,60,60,100,80,13,3,68,100,100,84,98,48,9,9,85,20,31,47,14,52,16,31.0,11
Loris-Benito,SUI,DF,0.0,Bordeaux,Ligue 1,30.0,1,0.0,0.0,0.0,0,0,0,51,41,80.39,77.8,95.2,58.3,0,0,0,,2.86,0,1,0.0,0,0,,,0,0,1,0,0,0,0,,0,5,9.8,0.0,2.86,0.0,0.0,60,60,60,100,95,6,90,49,100,100,84,15,33,13,9,85,20,31,50,25,52,16,31.0,12
Toni-Lato,ESP,DFMF,0.0,Valencia,La Liga,24.0,11,0.0,0.0,0.0,0,0,0,308,233,75.65,85.7,82.2,48.2,1,17,2,11.76,0.91,6,12,329.67,8,10,80.0,15.2,5,0,13,8,0,10,20,33.41,0,18,5.84,0.0,1.67,0.15,0.0,60,60,60,10,74,26,34,25,83,88,84,21,34,45,29,85,81,41,29,19,58,41,31.0,10
Nicola-Zalewski,POL,DF,33.3,Roma,Serie A,20.0,16,0.0,0.0,0.0,0,0,0,504,396,78.57,87.6,83.7,55.7,0,18,3,16.67,1.93,21,33,560.0,16,30,53.33,6.83,1,0,10,22,0,2,10,16.79,0,11,2.18,0.0,2.05,0.11,0.0,60,60,60,4,13,37,41,42,43,76,84,18,44,37,66,85,35,46,7,31,46,43,31.0,8
Arial-Mendy,SEN,DFFW,30.0,Clermont Foot,Ligue 1,27.0,18,0.0,0.0,0.0,0,0,0,409,321,78.48,88.4,78.1,59.3,0,22,5,22.73,1.14,7,11,560.0,6,21,28.57,3.24,1,0,6,12,0,9,9,50.0,0,12,2.93,0.0,1.14,0.23,0.0,60,60,60,36,25,44,20,52,10,46,84,30,34,27,31,85,35,48,24,31,22,36,31.0,7
Jarrad-Branthwaite,ENG,DF,66.7,Everton,Premier League,19.0,6,0.23,0.33,0.5,0,0,1,116,85,73.28,83.0,77.8,50.0,0,0,0,,0.93,2,3,285.71,1,1,100.0,23.0,0,1,2,4,0,13,6,68.33,0,11,9.48,0.0,1.63,0.47,0.0,98,89,97,82,94,15,20,31,100,92,84,53,35,15,16,98,20,57,53,13,58,22,31.0,9
