Player,Nation,Pos,SoT%,Squad,Comp,Age,MP,G/90,G/Sh,G/SoT,PKGoals,PKAttempted,Goals,Pass,PassCompleted,PassComp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,Assist,Cross,CrossCompleted,CrossComp%,Tackle_Won,Interception ,SucDribble,Dribble,DribbleComp%,DribblePast%,YCards,RCards,Fls,Fld,OGoals,AerWon,AerLost,AerWon%,AerLost%,PasswHead,PasswHead%,PKwon,but_par_tir,but_par_tir_cadre,but_par_90min,pass_short_comp,pass_medium_comp,pass_long_comp,tete_reussi,passe_avec_tete,Dribbles_reussis,Dribles_passes,Tir,Tete,Passe,Dribbles,Note Finale,classement_equipe
Jean-Victor Makengo,FRA,MF,Udinese,Serie A,23.0,33,0,1,80,53,61,46,60.0,1
Luis Alberto,ESP,MF,Lazio,Serie A,29.0,34,0,5,67,78,58,35,60.0,4
Rade Kruni?,BIH,MFFW,Milan,Serie A,28.0,28,0,0,66,48,49,75,60.0,4
Hakan Çalhanoðlu,TUR,MF,Inter,Serie A,28.0,34,3,7,74,74,63,31,60.0,3
Lucas Paquetá,BRA,MFFW,Lyon,Ligue 1,24.0,35,1,9,74,76,44,48,60.0,3
Koke,ESP,MF,Atlético Madrid,La Liga,30.0,31,0,1,73,61,68,38,60.0,3
Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,25.0,34,0,1,68,51,80,42,60.0,2
Mickael Malsa,MTQ,MF,Levante,La Liga,26.0,26,0,1,85,69,52,34,60.0,2
Haris Belkebla,ALG,MF,Brest,Ligue 1,28.0,31,0,0,79,50,67,46,60.0,2
Gavi Paez,ESP,MFFW,Barcelona,La Liga,17.0,34,0,2,64,65,76,36,60.0,4
Matteo Pessina,ITA,MFFW,Atalanta,Serie A,25.0,27,0,1,74,53,57,54,60.0,4
Vicente Iborra,ESP,MF,Villarreal,La Liga,34.0,20,0,0,66,41,66,67,60.0,5
Orel Mangala,BEL,MF,Stuttgart,Bundesliga,24.0,28,0,1,66,56,62,55,60.0,2
Aster Vranckx,BEL,MF,Wolfsburg,Bundesliga,19.0,24,0,2,81,65,44,50,60.0,2
Adrien Rabiot,FRA,MF,Juventus,Serie A,27.0,32,0,0,88,50,57,47,60.0,2
Léo Leroy,FRA,MF,Montpellier,Ligue 1,22.0,24,0,0,82,45,56,52,59.0,3
Toni Moya,ESP,MF,Alavés,La Liga,24.0,28,0,0,85,48,27,75,59.0,1
Emanuel Vignato,ITA,MFDF,Bologna,Serie A,21.0,24,0,0,50,45,65,77,59.0,2
Alexis Mac Allister,ARG,MFFW,Brighton,Premier League,23.0,33,2,5,81,74,58,22,59.0,3
Ryad Boudebouz,ALG,MFFW,Saint-Étienne,Ligue 1,32.0,30,1,3,61,68,48,58,59.0,3
David López,ESP,MFDF,Espanyol,La Liga,32.0,18,0,0,70,40,53,72,59.0,4
Yeremi Pino,ESP,MFFW,Villarreal,La Liga,19.0,31,0,6,81,90,44,21,59.0,6
Arthur Melo,BRA,MF,Juventus,Serie A,25.0,20,0,0,56,41,73,67,59.0,3
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,30.0,34,0,0,70,50,70,46,59.0,2
Houssem Aouar,FRA,MFFW,Lyon,Ligue 1,23.0,36,0,6,58,73,75,30,59.0,4
Adam Lallana,ENG,MF,Brighton,Premier League,34.0,24,0,0,75,45,67,50,59.0,2
Riqui Puig,ESP,MF,Barcelona,La Liga,22.0,15,0,1,40,60,68,67,59.0,5
Cheikhou Kouyaté,SEN,MF,Crystal Palace,Premier League,32.0,27,0,0,89,47,51,50,59.0,3
Morgan Schneiderlin,FRA,MF,Nice,Ligue 1,32.0,20,0,0,68,41,54,72,59.0,4
Jean-Eudes Aholou,CIV,MF,Strasbourg,Ligue 1,28.0,25,0,1,55,67,57,58,59.0,4
Jon Moncayola,ESP,MF,Osasuna,La Liga,24.0,36,0,2,81,59,51,40,58.0,1
Marshall Munetsi,ZIM,MFDF,Reims,Ligue 1,25.0,24,0,5,80,77,47,30,58.0,3
Dion Lopy,SEN,MF,Reims,Ligue 1,20.0,26,0,0,71,46,71,42,58.0,2
Loum Ndiaye,SEN,MF,Alavés,La Liga,25.0,32,0,2,86,65,28,54,58.0,2
Louis Schaub,AUT,MFFW,Köln,Bundesliga,27.0,28,0,1,84,75,15,59,58.0,3
Ethan Ampadu,WAL,MFDF,Venezia,Serie A,21.0,29,0,0,93,49,33,59,58.0,1
Antonio Vacca,ITA,MF,Venezia,Serie A,32.0,21,0,0,75,42,66,51,58.0,2
David Silva,ESP,MF,Real Sociedad,La Liga,36.0,25,0,2,63,68,72,28,58.0,3
Shandon Baptiste,GRN,MF,Brentford,Premier League,24.0,22,0,1,51,60,52,67,58.0,2
Marten de Roon,NED,MFDF,Atalanta,Serie A,31.0,30,0,3,65,84,73,8,58.0,5
Pape Matar Sarr,SEN,MF,Metz,Ligue 1,19.0,33,0,1,71,54,59,48,58.0,3
Mattéo Guendouzi,FRA,MF,Marseille,Ligue 1,23.0,38,0,4,58,68,82,24,58.0,3
Renato Tapia,PER,MF,Celta Vigo,La Liga,26.0,29,0,0,85,49,55,41,58.0,2
Hugo Magnetti,FRA,MF,Brest,Ligue 1,23.0,28,0,0,67,48,77,42,58.0,3
Unai Vencedor Paris,ESP,MF,Athletic Club,La Liga,21.0,34,0,0,90,50,42,48,58.0,3
Sergej Milinkovi?-Savi?,SRB,MF,Lazio,Serie A,27.0,37,0,11,75,86,53,16,58.0,5
Rodrigo Bentancur,URU,MF,Tottenham,Premier League,24.0,17,0,0,68,39,69,55,58.0,2
Ajdin Hrustic,AUS,MF,Eint Frankfurt,Bundesliga,25.0,23,0,2,67,65,53,45,58.0,2
Youssef Maleh,ITA,MF,Fiorentina,Serie A,23.0,28,0,2,63,77,54,36,58.0,5
Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24.0,24,0,1,72,65,47,47,58.0,3
Sergi Darder,ESP,MF,Espanyol,La Liga,28.0,36,0,3,60,64,65,41,58.0,5
Brahim Díaz,ESP,MF,Milan,Serie A,22.0,31,0,3,62,81,57,32,58.0,5
Moi Gómez,ESP,MFFW,Villarreal,La Liga,27.0,29,0,2,57,80,55,40,58.0,7
Luis Milla,ESP,MF,Granada,La Liga,27.0,33,3,3,73,56,57,44,58.0,2
Marco Reus,GER,MFFW,Dortmund,Bundesliga,32.0,29,0,9,74,88,50,19,58.0,3
Iván Marcone,ARG,MF,Elche,La Liga,31.0,20,0,0,62,41,59,71,58.0,2
Jordan Veretout,FRA,MF,Roma,Serie A,29.0,36,1,4,58,79,71,26,58.0,2
Maxime Gonalons,FRA,MF,Granada,La Liga,33.0,24,0,0,80,45,61,47,58.0,1
Pierrick Capelle,FRA,MFDF,Angers,Ligue 1,35.0,30,0,0,65,50,57,58,58.0,4
Tristan Dingomé,CMR,MFFW,Troyes,Ligue 1,31.0,25,0,2,54,76,25,77,58.0,4
Xavier Chavalerin,FRA,MFFW,Troyes,Ligue 1,31.0,34,0,5,68,84,35,46,58.0,3
Yangel Herrera,VEN,MF,Espanyol,La Liga,24.0,23,0,1,67,59,52,55,58.0,6
Henrikh Mkhitaryan,ARM,MFFW,Roma,Serie A,33.0,31,0,5,65,77,64,22,57.0,4
Walace,BRA,MF,Udinese,Serie A,27.0,36,0,1,69,51,61,48,57.0,2
Tommaso Pobega,ITA,MF,Torino,Serie A,22.0,33,0,4,70,80,51,28,57.0,2
Martin Ødegaard,NOR,MF,Arsenal,Premier League,23.0,36,0,7,57,83,67,22,57.0,4
Dominik Szoboszlai,HUN,MFFW,RB Leipzig,Bundesliga,21.0,31,0,6,75,89,35,28,57.0,4
James McArthur,SCO,MF,Crystal Palace,Premier League,34.0,21,0,0,74,42,53,60,57.0,4
Moreto Cassamã,GNB,MF,Reims,Ligue 1,24.0,17,0,2,69,65,51,42,57.0,4
Oliver Skipp,ENG,MF,Tottenham,Premier League,21.0,18,0,0,67,40,69,52,57.0,3
Max Christiansen,GER,MF,Greuther Fürth,Bundesliga,25.0,27,0,0,90,47,54,37,57.0,1
Denis Suárez,ESP,MF,Celta Vigo,La Liga,28.0,38,0,4,69,86,48,25,57.0,3
Florian Neuhaus,GER,MF,M'Gladbach,Bundesliga,25.0,29,0,4,83,70,43,32,57.0,3
Yohann Magnin,FRA,MFDF,Clermont Foot,Ligue 1,24.0,24,0,1,75,58,46,48,57.0,2
Andre-Frank Zambo Anguissa,CMR,MF,Napoli,Serie A,26.0,25,0,0,64,46,76,43,57.0,5
Kevin De Bruyne,BEL,MF,Manchester City,Premier League,30.0,30,0,15,64,92,36,36,57.0,5
Edoardo Bove,ITA,MFFW,Roma,Serie A,20.0,11,0,1,40,68,52,67,57.0,3
Roberto Gagliardini,ITA,MF,Inter,Serie A,28.0,18,0,2,70,74,45,38,57.0,4
Allan,BRA,MF,Everton,Premier League,31.0,28,0,0,81,48,42,51,56.0,1
Daichi Kamada,JPN,MFFW,Eint Frankfurt,Bundesliga,25.0,32,0,4,60,84,40,38,56.0,3
Giacomo Raspadori,ITA,MFFW,Sassuolo,Serie A,22.0,36,0,10,65,87,47,27,56.0,4
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26.0,24,0,4,54,80,40,48,56.0,4
Yunus Musah,USA,MFFW,Valencia,La Liga,19.0,29,0,1,62,78,33,51,56.0,2
José Luis García Vayá,ESP,MF,Levante,La Liga,23.0,29,0,0,73,49,51,52,56.0,3
Samuel Moutoussamy,COD,MF,Nantes,Ligue 1,25.0,30,0,0,64,50,68,43,56.0,3
Joelinton,BRA,MFFW,Newcastle Utd,Premier League,25.0,35,0,4,88,73,43,22,56.0,4
Christian Nørgaard,DEN,MF,Brentford,Premier League,28.0,35,0,3,81,75,45,24,56.0,3
Lovro Majer,CRO,MF,Rennes,Ligue 1,24.0,29,0,6,71,83,38,33,56.0,5
Hicham Boudaoui,ALG,MF,Nice,Ligue 1,22.0,29,0,3,76,88,26,34,56.0,5
Alex Oxlade-Chamberlain,ENG,MFFW,Liverpool,Premier League,28.0,17,0,2,58,68,38,60,56.0,6
Ivan Ili?,SRB,MF,Hellas Verona,Serie A,21.0,32,0,1,81,58,51,33,56.0,3
Lazar Samardzic,GER,MF,Udinese,Serie A,20.0,22,0,2,50,73,36,63,56.0,3
Iddrisu Baba,GHA,MF,Mallorca,La Liga,26.0,26,0,2,72,65,50,37,56.0,3
Jude Bellingham,ENG,MF,Dortmund,Bundesliga,18.0,32,0,3,72,68,66,16,56.0,4
Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,34.0,32,0,0,86,50,66,22,56.0,4
Jason Berthomier,FRA,MF,Clermont Foot,Ligue 1,32.0,29,0,1,62,59,56,47,56.0,3
Josh Brownhill,ENG,MF,Burnley,Premier League,26.0,35,0,2,87,64,31,44,56.0,1
Fabien Lemoine,FRA,MF,Lorient,Ligue 1,35.0,21,0,0,62,42,67,53,56.0,2
Mahdi Camara,FRA,MFDF,Saint-Étienne,Ligue 1,23.0,35,0,3,81,68,59,16,56.0,4
Nicolò Barella,ITA,MF,Inter,Serie A,25.0,36,0,3,62,63,64,34,56.0,5
Wylan Cyprien,FRA,MF,Nantes,Ligue 1,27.0,24,0,2,73,65,53,33,56.0,2
Sofiane Diop,FRA,MFFW,Monaco,Ligue 1,21.0,30,0,6,57,90,30,47,56.0,3
Jan Thielmann,GER,MFFW,Köln,Bundesliga,20.0,29,0,3,72,89,15,46,56.0,4
Uro Ra?i?,SRB,MF,Valencia,La Liga,24.0,28,0,0,85,48,33,59,56.0,3
Gianluca Busio,USA,MF,Venezia,Serie A,20.0,29,0,1,93,61,62,7,56.0,3
Kerem Demirbay,GER,MF,Leverkusen,Bundesliga,28.0,29,1,1,85,50,42,49,56.0,4
Weston McKennie,USA,MF,Juventus,Serie A,23.0,21,0,3,69,74,35,47,56.0,4
Pascal Groß,GER,MFDF,Brighton,Premier League,30.0,29,0,2,79,69,41,32,55.0,4
Habib Maïga,CIV,MFFW,Metz,Ligue 1,26.0,17,0,2,66,65,33,56,55.0,4
Lars Stindl,GER,MFFW,M'Gladbach,Bundesliga,33.0,26,0,4,65,73,53,30,55.0,4
Nemanja Maksimovi?,SRB,MF,Getafe,La Liga,27.0,35,0,1,87,55,33,45,55.0,1
Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,22.0,19,0,0,69,41,68,43,55.0,5
Jacopo Sala,ITA,MF,Spezia,Serie A,30.0,18,0,1,48,68,53,52,55.0,2
Domen ?rnigoj,SVN,MFDF,Venezia,Serie A,26.0,34,0,3,90,72,35,22,55.0,4
Alberto Moreno,ESP,MFDF,Villarreal,La Liga,29.0,24,0,3,59,74,41,47,55.0,8
Lassana Coulibaly,MLI,MF,Salernitana,Serie A,26.0,31,0,0,88,50,56,27,55.0,2
Gaetano Castrovilli,ITA,MF,Fiorentina,Serie A,25.0,23,0,1,61,63,27,68,55.0,6
Douglas Luiz,BRA,MF,Aston Villa,Premier League,24.0,34,0,2,76,68,63,12,55.0,2
John McGinn,SCO,MF,Aston Villa,Premier League,27.0,35,0,3,75,65,38,41,55.0,3
Laurent Abergel,FRA,MF,Lorient,Ligue 1,29.0,34,0,0,67,50,61,41,55.0,3
Yannick Gerhardt,GER,MFDF,Wolfsburg,Bundesliga,28.0,27,0,1,62,65,31,62,55.0,3
Emil Forsberg,SWE,MFFW,RB Leipzig,Bundesliga,30.0,31,4,6,60,70,54,36,55.0,5
Milan Badelj,CRO,MF,Genoa,Serie A,33.0,34,0,1,77,57,43,44,55.0,1
Lucas Torró,ESP,MF,Osasuna,La Liga,27.0,33,0,1,82,52,37,50,55.0,2
Mauro Arambarri,URU,MF,Getafe,La Liga,26.0,31,0,0,73,50,41,50,54.0,2
Sanjin Prci?,BIH,MF,Strasbourg,Ligue 1,28.0,32,0,1,67,52,74,23,54.0,5
Mateusz Klich,POL,MF,Leeds United,Premier League,31.0,33,0,1,74,52,37,53,54.0,1
Sofian Kiyine,MAR,MFFW,Venezia,Serie A,24.0,26,0,1,59,57,33,69,54.0,5
Tanner Tessmann,USA,MF,Venezia,Serie A,20.0,20,0,0,77,41,28,70,54.0,6
Jakub Kiwior,POL,MF,Spezia,Serie A,22.0,22,0,0,79,43,40,55,54.0,3
Tyler Adams,USA,MF,RB Leipzig,Bundesliga,23.0,24,0,0,58,45,68,46,54.0,6
Ondrej Duda,SVK,MF,Köln,Bundesliga,27.0,31,0,2,63,61,33,60,54.0,5
James Maddison,ENG,MFFW,Leicester City,Premier League,25.0,35,0,12,64,88,29,36,54.0,3
Chris Führich,GER,MFFW,Stuttgart,Bundesliga,24.0,25,0,3,61,68,37,52,54.0,3
Rodrigo Bentancur,URU,MF,Juventus,Serie A,24.0,19,0,0,65,41,66,43,54.0,5
Héctor Herrera,MEX,MF,Atlético Madrid,La Liga,32.0,21,0,0,56,42,60,57,54.0,5
Paul Pogba,FRA,MFFW,Manchester Utd,Premier League,29.0,20,0,1,49,47,58,62,54.0,4
Dani García,ESP,MF,Athletic Club,La Liga,32.0,32,0,0,83,50,37,46,54.0,4
Grischa Prömel,GER,MF,Union Berlin,Bundesliga,27.0,29,0,8,68,92,34,22,54.0,2
Genki Haraguchi,JPN,MF,Union Berlin,Bundesliga,31.0,30,0,2,72,71,25,48,54.0,1
Alex Iwobi,NGA,MFDF,Everton,Premier League,26.0,28,0,2,71,69,37,37,54.0,2
Kiernan Dewsbury Hall,ENG,MF,Leicester City,Premier League,23.0,28,0,1,80,61,33,40,54.0,2
Mikel Merino,ESP,MF,Real Sociedad,La Liga,25.0,34,0,3,84,65,38,30,54.0,4
Antonio Sánchez,ESP,MFFW,Mallorca,La Liga,25.0,29,0,1,76,63,41,34,54.0,4
Mathias Jensen,DEN,MF,Brentford,Premier League,26.0,31,0,0,77,50,36,54,54.0,4
Otávio,BRA,MF,Bordeaux,Ligue 1,28.0,16,0,0,55,38,66,58,54.0,2
Timothy Weah,USA,MFFW,Lille,Ligue 1,22.0,29,0,3,63,76,27,50,54.0,4
Kamaldeen Sulemana,GHA,MFFW,Rennes,Ligue 1,20.0,20,0,4,49,76,46,45,54.0,6
Xeka,POR,MF,Lille,Ligue 1,27.0,23,0,3,67,77,45,26,54.0,5
Nabil Bentaleb,ALG,MF,Angers,Ligue 1,27.0,18,0,1,67,49,50,51,54.0,5
Nemanja Radoja,SRB,MF,Levante,La Liga,29.0,19,0,0,71,41,58,47,54.0,4
Jean-Paul Boëtius,NED,MF,Mainz 05,Bundesliga,28.0,33,0,2,73,69,29,44,54.0,1
Mahmoud Dahoud,GER,MF,Dortmund,Bundesliga,26.0,22,0,2,59,68,39,49,54.0,5
Jack Cork,ENG,MF,Burnley,Premier League,32.0,20,0,1,61,67,29,60,54.0,2
Nicolás Domínguez,ARG,MF,Bologna,Serie A,23.0,28,0,0,88,48,58,24,54.0,3
Roberto Soriano,ITA,MFFW,Bologna,Serie A,31.0,35,0,0,71,50,51,46,54.0,4
Mattias Svanberg,SWE,MF,Bologna,Serie A,23.0,36,0,3,88,68,36,25,54.0,5
Isco,ESP,MFFW,Real Madrid,La Liga,30.0,13,0,1,38,58,59,62,54.0,5
Toni Kroos,GER,MF,Real Madrid,La Liga,32.0,28,0,1,65,50,88,12,54.0,6
Milo Pantovi?,SRB,MFFW,Bochum,Bundesliga,25.0,28,1,4,75,80,15,44,54.0,1
Tomá Sou?ek,CZE,MF,West Ham,Premier League,27.0,35,0,5,85,80,39,8,53.0,3
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,23.0,20,0,2,48,71,54,40,53.0,4
Philippe Coutinho,BRA,MFFW,Aston Villa,Premier League,29.0,19,0,5,48,68,46,49,53.0,4
Miguel Veloso,POR,MF,Hellas Verona,Serie A,36.0,22,0,0,64,43,39,66,53.0,4
Kristjan Asllani,ALB,MF,Empoli,Serie A,20.0,23,0,1,75,54,58,24,53.0,4
Brais Méndez,ESP,MF,Celta Vigo,La Liga,25.0,37,0,4,82,70,45,14,53.0,4
Raúl Guti,ESP,MF,Elche,La Liga,25.0,31,0,0,74,50,65,24,53.0,3
Billy Gilmour,SCO,MF,Norwich City,Premier League,20.0,24,0,0,64,45,54,49,53.0,1
Pierre Lees-Melou,FRA,MF,Norwich City,Premier League,29.0,33,0,1,89,53,52,18,53.0,2
Rafinha,BRA,MFFW,Real Sociedad,La Liga,29.0,17,0,1,54,59,58,40,53.0,5
Joe Willock,ENG,MF,Newcastle Utd,Premier League,22.0,29,0,2,81,63,46,21,53.0,5
Francesco Magnanelli,ITA,MF,Sassuolo,Serie A,37.0,12,0,0,50,35,60,67,53.0,5
Nolito,ESP,MF,Celta Vigo,La Liga,35.0,32,0,2,73,72,42,26,53.0,5
Nabil Fekir,FRA,MF,Betis,La Liga,28.0,34,0,6,57,70,56,28,53.0,4
Oier Sanjurjo,ESP,MF,Osasuna,La Liga,36.0,25,0,1,75,76,24,38,53.0,3
Atakan Karazor,GER,MF,Stuttgart,Bundesliga,25.0,24,0,0,83,45,59,25,53.0,4
Roberto Pereyra,ARG,MFFW,Udinese,Serie A,31.0,24,1,3,66,65,61,21,53.0,5
Tolgay Arslan,GER,MF,Udinese,Serie A,31.0,30,0,1,70,55,50,36,53.0,4
Kalvin Phillips,ENG,MF,Leeds United,Premier League,26.0,20,0,0,72,41,50,47,52.0,3
Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,25.0,30,0,2,85,69,31,22,52.0,2
Pape Gueye,SEN,MF,Marseille,Ligue 1,23.0,28,0,0,66,48,84,10,52.0,4
Suat Serdar,GER,MFFW,Hertha BSC,Bundesliga,25.0,30,0,3,70,73,29,34,52.0,1
Florian Wirtz,GER,MFFW,Leverkusen,Bundesliga,19.0,24,0,7,51,84,25,47,52.0,5
Lee Jae-sung,KOR,MFFW,Mainz 05,Bundesliga,29.0,27,0,4,66,82,24,37,52.0,2
Jens Jønsson,DEN,MF,Cádiz,La Liga,29.0,22,0,0,72,43,32,63,52.0,2
Kevin Stöger,AUT,MFFW,Mainz 05,Bundesliga,28.0,23,0,1,53,61,20,74,52.0,3
Robin Koch,GER,MFDF,Leeds United,Premier League,25.0,20,0,0,74,41,34,61,52.0,2
Lukas Rupp,GER,MF,Norwich City,Premier League,31.0,19,0,0,50,41,51,65,52.0,4
Unai López,ESP,MF,Rayo Vallecano,La Liga,26.0,27,0,0,57,47,64,42,52.0,4
Ibrahima Diallo,FRA,MF,Southampton,Premier League,23.0,23,0,0,49,44,45,69,52.0,3
Adil Aouchiche,FRA,MFFW,Saint-Étienne,Ligue 1,19.0,35,0,0,66,50,37,55,52.0,5
Manuel Prietl,AUT,MF,Arminia,Bundesliga,30.0,26,0,0,63,46,44,53,52.0,1
Anthony Losilla,FRA,MF,Bochum,Bundesliga,36.0,33,0,2,76,62,44,24,52.0,2
Mathias Normann,NOR,MF,Norwich City,Premier League,26.0,23,0,1,76,51,21,58,52.0,3
Grigoris Kastanos,CYP,MFFW,Salernitana,Serie A,24.0,27,0,1,75,54,28,53,52.0,3
Thomas Müller,GER,MF,Bayern Munich,Bundesliga,32.0,32,0,8,68,85,26,27,52.0,3
Sergi Roberto,ESP,MFDF,Barcelona,La Liga,30.0,9,0,2,34,63,52,61,52.0,7
Pedri,ESP,MF,Barcelona,La Liga,19.0,12,0,3,44,66,51,45,52.0,6
Marko Pjaca,CRO,MFFW,Torino,Serie A,27.0,24,0,3,59,75,33,40,52.0,3
Isaac Hayden,ENG,MFDF,Newcastle Utd,Premier League,27.0,14,0,1,63,63,37,45,52.0,6
Mark Noble,ENG,MF,West Ham,Premier League,35.0,11,1,1,47,43,55,65,52.0,4
Darko Braanac,SRB,MF,Osasuna,La Liga,30.0,35,0,1,80,60,27,40,52.0,4
Franco Cervi,ARG,MF,Celta Vigo,La Liga,28.0,33,0,4,71,89,34,13,52.0,6
Maximilian Philipp,GER,MFFW,Wolfsburg,Bundesliga,28.0,22,0,1,60,67,28,53,52.0,4
Rani Khedira,GER,MF,Union Berlin,Bundesliga,28.0,32,0,0,77,50,22,60,52.0,3
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,23.0,33,0,0,79,50,34,47,52.0,4
Eliot Matazo,BEL,MF,Monaco,Ligue 1,20.0,18,0,0,61,40,63,45,52.0,5
Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,27.0,15,0,2,46,66,59,38,52.0,4
Donny van de Beek,NED,MF,Manchester Utd,Premier League,25.0,8,0,1,53,63,30,58,51.0,5
Angelo Fulgini,FRA,MFFW,Angers,Ligue 1,25.0,36,0,5,67,74,49,15,51.0,6
Federico Bernardeschi,ITA,MFFW,Juventus,Serie A,28.0,28,0,1,72,54,40,39,51.0,6
Jonas Hofmann,GER,MFFW,M'Gladbach,Bundesliga,29.0,26,0,12,59,89,46,11,51.0,5
Javi Martínez,ESP,MF,Osasuna,La Liga,22.0,26,0,1,65,74,18,48,51.0,5
Mason Mount,ENG,MFFW,Chelsea,Premier League,23.0,32,1,11,61,87,38,17,51.0,5
Abdoulaye Doucouré,MLI,MF,Everton,Premier League,29.0,30,0,2,78,62,47,17,51.0,3
Mads Pedersen,DEN,MFDF,Augsburg,Bundesliga,25.0,29,0,2,78,75,18,32,51.0,2
Joel Obi,NGA,MFDF,Salernitana,Serie A,31.0,21,0,0,70,42,34,58,51.0,4
Abdou Harroui,NED,MF,Sassuolo,Serie A,24.0,22,0,0,54,43,70,38,51.0,6
Santiago Ascacíbar,ARG,MF,Hertha BSC,Bundesliga,25.0,28,0,0,73,48,55,29,51.0,3
Harry Winks,ENG,MF,Tottenham,Premier League,26.0,19,0,0,66,41,63,33,51.0,4
Dylan Chambost,FRA,MFFW,Troyes,Ligue 1,24.0,19,0,0,58,41,44,61,51.0,5
Marvelous Nakamba,ZIM,MF,Aston Villa,Premier League,28.0,16,0,0,60,38,49,58,51.0,5
Tomás Rincón,VEN,MF,Sampdoria,Serie A,34.0,17,0,0,50,39,56,60,51.0,2
Antonio Puertas,ESP,MFFW,Granada,La Liga,30.0,33,0,6,73,88,23,20,51.0,3
Óscar Trejo,ARG,MF,Rayo Vallecano,La Liga,34.0,32,3,3,60,58,39,42,50.0,5
Kevin-Prince Boateng,GHA,MFFW,Hertha BSC,Bundesliga,35.0,18,0,0,57,40,36,65,50.0,4
Gerard Gumbau,ESP,MF,Elche,La Liga,27.0,31,0,0,75,50,59,14,50.0,4
Curtis Jones,ENG,MF,Liverpool,Premier League,21.0,15,0,1,40,46,64,51,50.0,7
Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22.0,14,0,0,49,36,57,59,50.0,4
Vladimír Darida,CZE,MF,Hertha BSC,Bundesliga,31.0,25,0,2,68,62,26,45,50.0,5
Rubén Alcaraz,ESP,MF,Cádiz,La Liga,31.0,14,0,2,46,56,53,43,50.0,3
Iker Muniain,ESP,MF,Athletic Club,La Liga,29.0,35,1,4,58,67,46,30,50.0,5
Christoph Baumgartner,AUT,MFFW,Hoffenheim,Bundesliga,22.0,29,0,7,69,88,23,19,50.0,5
Dejan Kulusevski,SWE,MFFW,Tottenham,Premier League,22.0,18,0,5,43,75,47,33,50.0,5
Ilan Kebbal,ALG,MFFW,Reims,Ligue 1,23.0,31,0,1,58,56,28,56,50.0,5
Bruno Guimarães,BRA,MF,Lyon,Ligue 1,24.0,20,0,0,59,41,66,33,50.0,5
Aleksei Miranchuk,RUS,MFFW,Atalanta,Serie A,26.0,19,0,2,45,72,42,43,50.0,6
Javairô Dilrosun,NED,MFFW,Bordeaux,Ligue 1,23.0,32,0,2,63,63,36,39,50.0,3
Demarai Gray,ENG,MFFW,Everton,Premier League,25.0,34,0,5,64,77,30,30,50.0,5
Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31.0,17,0,1,57,66,38,39,50.0,4
Vincenzo Grifo,ITA,MFFW,Freiburg,Bundesliga,29.0,34,5,9,62,73,33,32,50.0,3
Wilfred Ndidi,NGA,MFDF,Leicester City,Premier League,25.0,19,0,0,63,41,45,53,50.0,4
Josuha Guilavogui,FRA,MFDF,Wolfsburg,Bundesliga,31.0,15,0,0,63,37,42,59,50.0,5
Ronaldo Vieira,GNB,MF,Sampdoria,Serie A,23.0,14,0,0,60,36,51,51,50.0,3
Augusto Solari,ARG,MFDF,Celta Vigo,La Liga,30.0,26,0,0,85,46,17,54,50.0,7
Roli Pereira de Sa,FRA,MF,Nantes,Ligue 1,25.0,17,0,0,43,39,52,67,50.0,4
Miguel Almirón,PAR,MFFW,Newcastle Utd,Premier League,28.0,30,0,1,62,55,48,34,50.0,7
Fabian Delph,ENG,MF,Everton,Premier League,32.0,11,0,0,56,34,52,59,50.0,4
Ángel Montoro,ESP,MF,Granada,La Liga,33.0,24,0,1,54,57,36,54,50.0,4
Lee Kangin,KOR,MFFW,Mallorca,La Liga,21.0,30,0,1,60,54,33,51,50.0,5
Dani Rodríguez,ESP,MFFW,Mallorca,La Liga,33.0,36,0,3,64,70,33,33,50.0,6
Saîf-Eddine Khaoui,TUN,MFFW,Clermont Foot,Ligue 1,27.0,23,0,1,50,54,23,71,50.0,5
Dejan Ljubicic,AUT,MFFW,Köln,Bundesliga,24.0,30,0,3,63,78,26,32,50.0,6
José Campaña,ESP,MF,Levante,La Liga,28.0,20,0,2,52,68,44,31,49.0,6
Morten Thorsby,NOR,MF,Sampdoria,Serie A,26.0,35,0,3,87,77,20,11,49.0,4
Remi Oudin,FRA,MFFW,Bordeaux,Ligue 1,25.0,33,0,4,65,74,14,44,49.0,5
Tonny Vilhena,NED,MFFW,Espanyol,La Liga,27.0,17,0,1,59,56,18,62,49.0,7
Enis Bardhi,MKD,MFFW,Levante,La Liga,26.0,30,2,3,63,62,29,43,49.0,5
Josuha Guilavogui,FRA,MFDF,Bordeaux,Ligue 1,31.0,15,0,1,60,54,45,36,49.0,4
